的	de
到访	dcfh
倒还	dchd
蹈海	dchd
导刊	dckj
刀砍	dckj
到了没	dlmw
倒了霉	dlmw
到你	dcni
盗你	dcni
倒算	dcsr
捣蒜	dcsr
到我	dcwo
倒卧	dcwo
倒在	dczd
倒真	dcvf
道真	dcvf
到诊	dcvf
到嘴	dczv
到最	dczv
大迁徙	dqxi
打前站	dqvj
打秋风	dqfg
打群架	dqjx
大扫除	dsiu
冬储	dsiu
大宋	dass
打听来打听去	dtlq
大显神威	dxuw
地下水位	dxuw
大型犬	dxqr
打雪仗	dxvh
大英雄	dyxs
大灾之年	dzvn
大字符集	dzfj
德比	debi
的哦	deou
得很	dehf
的话	dehx
德华	dehx
得乎其中	dhqv
得见	dejm
的脸	delm
的嘛	dema
的吗	dema
得嘛	dema
德码	dema
的呢	dene
地呢	dene
登程	dgig
的过程	dgig
等地	dgdi
等第	dgdi
登第	dgdi
蹬地	dgdi
等国	dggo
等过	dggo
登过	dggo
等离子体	dlzt
登徒子	dtzi
独体字	dtzi
的人	derf
得人	derf
第二人	derf
德仁	derf
地说	deuo
的心	dexb
的新	dexb
德新	dexb
德信	dexb
的呀	deya
德意志	dyvi
打印纸	dyvi
代议制	dyvi
得意之情	dyvq
的字	dezi
得自	dezi
得子	dezi
电焊工	dhgs
电能表	dnbn
掉膘	dnbn
电钮	dmnq
电线杆	dxgj
电谢	dmxp
电子收款机	dzuj
党组书记	dzuj
都删	dzuj
电子学	dzxt
都学	dzxt
钓友	dnyz
钓鱼岛	dydc
钝刀	dydc
调运	dnyy
第八次	dbci
第八个	dbge
大半个	dbge
低保	dibc
地堡	dibc
地保	dibc
邸报	dibc
地冻天寒	ddth
代糖	ddth
蝶恋花	dlhx
低龄化	dlhx
大丽花	dlhx
第二版	debj
第二届	dejp
第二节	dejp
第二批	depi
滴灌	digr
滴管	digr
敌进我退	djwt
第六个	dlge
多了个	dlge
第六届	dljp
第六节	dljp
的了解	dljp
第六年	dlnm
第六位	dlww
蒂娜	dina
迪娜	dina
狄娜	dina
定岗	dkgh
顶缸	dkgh
订花	dkhx
定居点	djdm
大酒店	djdm
单点	djdm
单电	djdm
定在	dkzd
钉在	dkzd
顶在	dkzd
第七个	dqge
丢个	dqge
第七届	dqjp
第七年	dqnm
第三版	dsbj
第四版	dsbj
第三排	dspd
第三位	dsww
东魏	dsww
第四位	dsww
第十二	duer
毒饵	duer
第十二集	duej
第十二届	duej
第十二节	duej
第十二条	duet
第十七条	duqt
第十三	dusj
第十三届	dusj
第十三节	dusj
第十四届	dusj
第十四节	dusj
第十三次	dusc
第十三条	dust
第十四条	dust
第十天	dutm
多少天	dutm
第十条	dutn
第十五条	duwt
第十一	duyi
妒意	duyi
独一	duyi
读一	duyi
杜伊	duyi
毒医	duyi
第十一个	duyg
都是一个	duyg
第十一篇	duyp
第十一条	duyt
赌约	duyt
迪斯科	dske
动科	dske
丢官	dqgr
丢光	dqgl
丢在	dqzd
低纬度	dwdu
第五版	dwbj
第五个	dwge
底下人	dxrf
弟兄们	dxmf
第一代	dydd
第一件	dyjm
的意见	dyjm
第一站	dyvj
第一战	dyvj
敌友	diyz
底油	diyz
缔约国	dygo
炖锅	dygo
蹲过	dygo
地址栏	dvlj
东北风	dbfg
冻冰	dsbk
动兵	dsbk
冬季奥运会	djah
东晋	dsjb
东进	dsjb
冬季运动会	djyh
丹阳	djyh
东林党	dldh
打来电话	dldh
冬令营	dlyk
东流	dslq
东南角	dnjn
动起手来	dqul
东三环	dshr
东西湖区	dxhq
动一动	dyds
东游西逛	dyxg
东央西告	dyxg
都把	dzba
大嘴巴	dzba
痘疤	dzba
都被	dzbw
都得	dzde
逗得	dzde
斗得	dzde
斗蛐蛐	dqqu
丢去	dqqu
都让	dzrh
都已	dzyi
都以	dzyi
短的	drde
断的	drde
短话	drhx
段话	drhx
端来	drld
短消息	dxxi
短信息	dxxi
的信息	dxxi
都从	dzcs
倒栽葱	dzcs
独孤求败	dgqb
对话框	dhkl
对抗赛	dksd
对美	dvmw
对没	dvmw
对台戏	dtxi
对望	dvwh
队员们	dymf
对照组	dvzu
度假村	djcy
独狼	dulh
多份	doff
多分	doff
多酚	doff
多轨	dogv
多贵	dogv
多留	dolq
多路	dolu
夺路	dolu
多美	domw
多没	domw
多枚	domw
多媒体产品	dmtp
垫铁	dmtp
多牛	donq
多巧	doqn
多深	douf
多条	dotn
多退	dotv
多占	dovj
夺占	dovj
多站	dovj
多字词	dzci
都为	dzww
都未	dzww
窦唯	dzww
都应	dzyk
读作	duzo
独坐	duzo
恶从心头起	ecxq
鹅蛋脸	edlm
俄联邦	elbh
恩威	enww
二等功	edgs
而对	erdv
二队	erdv
恶人自有恶人磨	erzm
二关	ergr
耳管	ergr
而归	ergv
二黄	erhl
二环路	ehlu
二姐	erjp
二届	erjp
二阶	erjp
二居室	ejui
而况	erkl
二矿	erkl
二门	ermf
耳门	ermf
迩们	ermf
而那	erna
二内	erna
二泉映月	eqyy
而上	eruh
二十二时	eueu
二十年前	eunq
二十时	euui
二十一时	euyu
二桃杀三士	etuu
儿童剧	etju
儿媳妇	exfu
二氧化硫	eyhl
二则	erze
二中	ervs
耳中	ervs
二种	ervs
而终	ervs
而自己	ezji
法定代表人	fddr
发令枪	flql
反颠覆	fdfu
放低	fhdi
防地	fhdi
房地	fhdi
房地产商	fdiu
房里	fhli
方里	fhli
仿若	fhro
防晒霜	fuul
房山区	fuqu
负屈	fuqu
芙蕖	fuqu
放我	fhwo
方向键	fxjm
房中	fhvs
方中	fhvs
犯了难	flnj
反垄断	fldr
反垄断法	fldf
反倾销	fqxn
反人类	frlw
繁体版	ftbj
繁殖地	fvdi
发球局	fqju
发行人	fxrf
负心人	fxrf
发信人	fxrf
非其所长	fqsi
飞入	fwru
淝水之战	fuvv
肥皂泡	fzpc
分别为	fbww
分布带	fbdd
分等	ffdg
风大	fgda
丰大	fgda
风范长存	ffic
风里来雨里去	fllq
丰台区	ftqu
福田区	ftqu
风瘫	fgtj
奉贤区	fxqu
粉红色	fhse
分开了	fkle
分列式	flui
分析仪	fxyi
分在	ffzd
分灶	ffzc
佛道	fodc
否定之否定	fdvd
富安娜	fana
福彩	fucd
辅材	fucd
富春江	fijl
伏尔泰	fetd
赴港	fugh
赴港澳	fgao
复合板	fhbj
复活节	fhjp
芳姐	fhjp
副局长	fjvh
反掌	fjvh
富康	fukh
富士康	fukh
阜康	fukh
福康	fukh
福康安	fkan
服务站	fwvj
浮现出	fxiu
复学	fuxt
斧削	fuxt
服装店	fvdm
夫子庙	fzmn
改的	gdde
更多的	gdde
更大的	gdde
更多地	gdde
盖的	gdde
盖得	gdde
改得	gdde
改卷	gdjr
改旗易帜	gqyv
该有	gdyz
改由	gdyz
盖有	gdyz
该月	gdyt
个多月	gdyt
该站	gdvj
咖哩	kali
卡里	kali
卡莉	kali
卡利	kali
甘草次酸	gccs
甘草酸	gcsr
干得	gjde
甘德	gjde
国家的	gjde
干的	gjde
赶得	gjde
干点	gjdm
赶点	gjdm
关键点	gjdm
港城	ghig
钢带	ghdd
刚落	ghlo
罡气	ghqi
供货期	ghqi
刚起	ghqi
钢企	ghqi
钢琴家	gqjx
刚去	ghqu
港区	ghqu
橄榄球	glqq
光球	glqq
橄榄油	glyz
逛游	glyz
光有	glyz
感热	gjre
敢惹	gjre
赶上了	gule
雇了	gule
古乐	gule
敢死队	gsdv
敢为人先	gwrx
鼓舞人心	gwrx
干细胞	gxbc
赶夜路	gylu
干仗	gjvh
高年级	gnji
高品质	gpvi
高清版	gqbj
高射炮	gupc
鼓泡	gupc
告诉我	gswo
高挺	gctk
搞笑版	gxbj
共享版	gxbj
刮板	gxbj
挂板	gxbj
高校院所	gxys
高奏凯歌	gzkg
各表	gebn
各层	gecg
隔层	gecg
各负其责	gfqz
各怀心思	ghxs
给您	gwnb
各科	geke
格莱美	glmw
桂纶镁	glmw
光美	glmw
格莱美奖	glmj
各栏	gelj
格兰	gelj
葛兰	gelj
各领风骚	glfs
格律	gelv
革履	gelv
各忙各的	gmgd
革命根据地	gmgd
更不知	gbvi
耕畜	ggiu
滚滚长江东逝水	ggiu
耿马	ggma
更新时间	gxuj
共襄盛举	gxuj
跟头	gftz
跟在	gfzd
各委员会	gwyh
隔夜仇	gyiz
各有所得	gysd
个月	geyt
各月	geyt
隔月	geyt
搁在	gezd
各在	gezd
哥在	gezd
各展所长	gvsi
贵司	gvsi
贵死	gvsi
个中好手	gvhu
鬼虎	gvhu
工本费	gbfw
工笔画	gbhx
工兵	gsbk
工程部	gibu
攻防战	gfvj
公狗	gsgz
攻击力	gjli
干礼	gjli
共谋	gsmz
功能键	gnjm
供您	gsnb
工休日	gxri
功在当代	gzdd
工作地点	gzdd
工作汇报	gzhb
观察法	gifa
灌顶	grdk
光感	glgj
光杆	glgj
广柑	glgj
广告商	gguh
更上	gguh
广开	glkd
光盘版	gpbj
光屁股的	gpgd
光拴	glur
光通信	gtxb
观光客	ggke
公共课	ggke
更可	ggke
广西省	gxug
挂绳	gxug
光一个	gyge
关联卡	glka
管理法	glfa
广发	glfa
管理器	glqi
过滤器	glqi
广汽	glqi
管理站	glvj
管杀不管墁	gubm
谷氨酸	gasr
胱氨酸	gasr
观影	gryk
官营	gryk
冠英	gryk
观音像	gyxl
高以翔	gyxl
关在	grzd
挂图	gxtu
股份合作制	gfhv
股沟	gugz
跪在	gvzd
贵在	gvzd
鬼仔	gvzd
归在	gvzd
贵站	gvvj
归罪于	gzyu
狗鱼	gzyu
古井不波	gjbb
古来有之	glyv
鼓了	guln
骨料	guln
顾了	guln
顾目四盼	gmsp
姑娘家	gnjx
姑娘们	gnmf
给你们	gnmf
国奥	goao
国奥队	gadv
国拨	gobo
国博	gobo
国光	gogl
国会议员	ghyy
过慢	gomj
国漫	gomj
国贸	gomc
国美	gomw
国米	gomi
过密	gomi
国内刊号	gnkh
国青队	gqdv
过少	gouc
过死	gosi
国台办	gtbj
国统区	gtqu
国土资源部	gtzb
过意	goyi
果毅	goyi
国医	goyi
过亿	goyi
国有股	gygu
顾盼自若	gpzr
古时候	guhz
骨骺	guhz
古希腊	gxla
挂啦	gxla
古欣娜塔	gxnt
还曾	hdcg
海林	hdlb
还没有	hmyz
海米	hdmi
海绵体	hmti
海绵状	hmvl
海派	hdpd
害我	hdwo
海晏河清	hyhq
还有待	hydd
还站	hkvj
航空兵	hkbk
行唐	xkth
航天员	htyr
航站楼	hvlz
汉卡	hjka
汉南区	hnqu
华南区	hnqu
喊我	hjwo
好帮手	hbuz
毫伏	hcfu
好富	hcfu
豪富	hcfu
好狗不挡道	hgbd
好很多	hhdo
好赖	hcld
号来	hcld
好帅	hcuk
郝帅	hcuk
耗水	hcuv
好酸	hcsr
好算	hcsr
好又多	hydo
豪壮	hcvl
河东	heds
何东	heds
喝多	hedo
核苷酸	hgsr
喝光	hegl
和和美美	hhmm
黑狗	hwgz
黑木耳	hmer
黑盘	hwpj
黑色素	hssu
黑衣人	hyrf
还有人	hyrf
喝了	hele
和乐	hele
喝奶	hend
恒等	hgdg
横加	hgjx
桁架	hgjx
恒佳	hgjx
横眉竖目	hmum
很静	hfjk
很精	hfjk
狠下	hfxx
很值得	hvde
会的	hvde
回得	hvde
和平区	hpqu
黄陂区	hpqu
黄浦区	hpqu
黄埔区	hpqu
和他	heta
和它	heta
和她	heta
合同法	htfa
和我	hewo
喝一杯	hybw
混呗	hybw
喝着	heve
赫哲	heve
何者	heve
合辙	heve
合着	heve
合纵	hezs
何总	hezs
喝醉了酒	hzlj
红顶商人	hdur
洪洞县	htxm
虹口区	hkqu
红壤	hsrh
轰杀至渣	huvv
红外探测器	hwtq
红卫兵	hwbk
红着脸	hvlm
黑着脸	hvlm
会连	hvlm
后半场	hbih
旱冰场	hbih
后的	hzde
厚德	hzde
孩子的	hzde
厚的	hzde
后盖	hzgd
后靠	hzkc
后来者	hlve
晃着	hlve
猴票	hzpn
侯赛因	hsyb
华晨	hxif
化学成分	hxif
花大价钱	hdjq
还就	hdjq
画的	hxde
花的	hxde
画得	hxde
化德	hxde
化的	hxde
滑的	hxde
花地	hxde
花蝴蝶	hhdp
淮南	hknj
很可能就	hknj
怀仁堂	hrth
滑稽可笑	hjkx
环境科学	hjkx
华康	hxkh
滑块	hxkk
花木兰	hmlj
还没来得及	hmlj
环比	hrbi
环渤海	hbhd
环城路	hilu
黄土高坡	htgp
黄土坡	htpo
换行符	hhfu
航服	hhfu
花鸟画	hnhx
滑腻感	hngj
换帅	hruk
换用	hrys
换证	hrvg
缓征	hrvg
华强北	hqbw
华商网	huwh
话虽	hxsv
华泰	hxtd
华特	hxte
华语乐坛	hylt
忽必烈	hblp
忽的	hude
胡地	hude
胡德	hude
合适的	hude
蝴蝶结	hdjp
还借	hdjp
壶关	hugr
护国	hugo
胡国	hugo
虎虎生风	hhuf
何鸿燊	hhuf
会把	hvba
回吧	hvba
会被	hvbw
汇编程序	hbix
会导致	hdvi
还只	hdvi
还指	hdvi
回合制	hhvi
毁家纾难	hjun
会员卡	hyka
会在	hvzd
会再	hvzd
毁在	hvzd
回走	hvzz
会走	hvzz
忽略掉	hldn
虎年	hunm
魂萦梦绕	hymr
伙伴们	hbmf
货币化	hbhx
火车票	hipn
火铳	hois
祸福难料	hfnl
霍华德	hhde
狠狠地	hhde
缓缓地	hhde
缓缓的	hhde
好好的	hhde
很好的	hhde
狠狠的	hhde
好好地	hhde
行的	hhde
火箭队	hjdv
火箭炮	hjpc
豁亮	holl
获利盘	hlpj
或能	hong
活钱	hoqm
火钳	hoqm
霍去病	hqbk
伙食费	hufw
胡斐	hufw
忽如其来	hrql
换枪	hrql
沪上	huuh
湖上	huuh
互替	huti
护体	huti
忽听	hutk
护卫队	hwdv
互相爱护	hxah
胡渣	huva
忽左忽右	hzhy
甲苯	jxbf
价标	jxbn
嘉定三屠	jdst
假动作	jdzo
架豆	jxdz
家都	jxdz
价额	jxee
假恶丑	jeiz
价格战	jgvj
加工费	jgfw
嘉禾	jxhe
加和	jxhe
驾鹤	jxhe
家和	jxhe
嘉和	jxhe
夹河	jxhe
甲磺酸	jhsr
聚划算	jhsr
嘉奖令	jjlk
加急电报	jjdb
钾矿	jxkl
夹了口菜	jlkc
加仑	jxly
机械论	jxly
价率	jxlv
检波	jmbo
肩膊	jmbo
建波	jmbo
检测仪	jcyi
舰船	jmir
剑川	jmir
建川	jmir
检错	jmco
间谍罪	jdzv
结缔组织	jdzv
鉴定中心	jdvx
江岸区	jaqu
静安区	jaqu
将此	jlci
讲得	jlde
讲的	jlde
奖的	jlde
家里的	jlde
杰拉德	jlde
降得	jlde
将对	jldv
姜粉	jlff
江干区	jgqu
江汉区	jhqu
精华区	jhqu
讲价钱	jjqm
蒋经国	jjgo
将那	jlna
将能	jlng
江浦	jlpu
将他	jlta
将她	jlta
将它	jlta
将同	jlts
江铜	jlts
建国初期	jgiq
奖限	jlxm
讲援提纲	jytg
渐黑	jmhw
煎鸡蛋	jjdj
溅酒	jmjq
简括	jmko
碱类	jmlw
间苗	jmmn
减年	jmnm
建瓯	jmou
舰炮	jmpc
减让	jmrh
减日	jmri
兼容机	jrji
绞肉机	jrji
卷积	jrji
尖锐湿疣	jruy
尖沙咀	juzv
健身操	jucc
建设厅	jutk
救生艇	jutk
检讨书	jtuu
见图	jmtu
简图	jmtu
奸徒	jmtu
见闻录	jwlu
舰载机	jzji
见着	jmvc
尖爪	jmvc
剑招	jmvc
建筑队	jvdv
叫床	jnil
缴存	jncy
交存	jncy
教导处	jdiu
接待处	jdiu
教改	jngd
校改	jngd
较厚	jnhz
几年后	jnhz
交货期	jhqi
净化器	jhqi
交换器	jhqi
绞尽了脑汁	jjlv
交口	jnkz
脚扣	jnkz
交流电	jldm
讲点	jldm
娇俏	jnqn
交送	jnss
较松	jnss
脚踏车	jtie
较妥	jnto
教席	jnxi
教习	jnxi
较细	jnxi
浇熄	jnxi
交用	jnys
浇在	jnzd
假票	jxpn
加入了	jrle
进入了	jrle
捐了	jrle
加糖	jxth
加汤	jxth
加添	jxtm
加些	jxxp
加增	jxzg
家长们	jvmf
夹针	jxvf
家珍	jxvf
家镇	jxvf
价值论	jvly
加州理工学院	jvly
夹竹桃	jvtc
夹竹桃酸	jvts
家走	jxzz
家族制度	jzvd
记大过	jdgo
见到过	jdgo
亟待解答	qdjd
极地气象	jdqx
剑胆琴心	jdqx
借的	jpde
借得	jpde
解得	jpde
接的	jpde
结的	jpde
节的	jpde
接地线	jdxm
戒毒所	jdso
解放思想	jfsx
杰弗逊	jfxy
杰斐逊	jfxy
借个火	jgho
节节下挫	jjxc
解库	jpku
姐妹们	jmmf
剑门	jmmf
节能降耗	jnjh
接你	jpni
借你	jpni
杰尼	jpni
街头标贴	jtbt
界外球	jwqq
饥饿线	jexm
接续而来	jxel
解压卡	jyka
解运	jpyy
捷运	jpyy
借增	jpzg
接征	jpvg
结症	jpvg
节奏性	jzxk
机帆船	jfir
技工学校	jgxx
急功之势	jgvu
机关炮	jgpc
机柜	jigv
几行	jihh
季后赛	jhsd
计划书	jhuu
基金组织	jjzv
经济增长	jjzv
机考	jikc
稽考	jikc
悸愣	jilg
畸恋	jilm
级联	jilm
蓟门	jimf
及门	jimf
几门	jimf
寂寞如雪	jmrx
进兵	jbbk
金兵	jbbk
筋饼	jbbk
仅从	jbcs
仅对	jbdv
竟不敢	jbgj
泾川	jkir
井村	jkcy
劲歌	jkge
晶格	jkge
经济圈	jjqr
经济日报	jjrb
静宁	jknk
景宁	jknk
精品廊	jplh
精饲料	jsln
净损	jksy
经堂	jkth
警卫员	jwyr
晶状体	jvti
纪传体	jvti
精装修	jvxq
近乎零	jhlk
吉妮	jini
基尼	jini
纪念币	jnbi
交臂	jnbi
较比	jnbi
焦比	jnbi
尽力尽责	jljz
晋宁	jbnk
金融电子	jrdz
金融寡头	jrgt
金融系	jrxi
金融债券	jrvq
金三角	jsjn
金属材料	jucl
精神错乱	jucl
近似值	jsvi
寄宿制	jsvi
劲松	jbss
金堂	jbth
进汤	jbth
金汤	jbth
锦堂	jbth
金文	jbwf
近闻	jbwf
今文	jbwf
晋文公	jwgs
近现代史	jxdu
近些年	jxnm
仅需	jbxu
就必须	jbxu
金阳	jbyh
晋阳	jbyh
近洋	jbyh
金洋	jbyh
仅以	jbyi
锦衣	jbyi
近义	jbyi
襟翼	jbyi
今译	jbyi
进益	jbyi
谨以	jbyi
金逸	jbyi
近一半	jybj
军办	jybj
菌斑	jybj
金元	jbyr
金源	jbyr
进院	jbyr
晋源	jbyr
金圆	jbyr
晋元	jbyr
禁约	jbyt
金岳	jbyt
近月	jbyt
金寨	jbvd
脚不沾地	jbvd
就不知道	jbvd
基本制度	jbvd
几十万	juwj
九十万	juwj
巨万	juwj
菊丸	juwj
纪实文学	juwx
纪实小说	juxu
计算所	jsso
激素类	jslw
急停跳投	jttt
吉通	jits
唧筒	jits
肌痛	jits
就比	jqbi
旧币	jqbi
就便	jqbm
就变	jqbm
就冲	jqis
九重	jqis
旧船	jqir
就穿	jqir
就传	jqir
就从	jqcs
久存	jqcy
九村	jqcy
旧村	jqcy
就到	jqdc
就道	jqdc
就倒	jqdc
久到	jqdc
就对	jqdv
加强对	jqdv
九二共识	jegu
纠纷案	jfan
就更	jqgg
救国救民	jgjm
九江路	jjlu
救济金	jjjb
奖教金	jjjb
舅舅不爱	jjba
甲基苯丙胺	jjba
就看	jqkj
就砍	jqkj
酒廊	jqlh
久了	jqle
救了	jqle
进去了	jqle
就乐	jqle
就连	jqlm
九连	jqlm
就练	jqlm
九莲	jqlm
旧料	jqln
就了	jqln
就聊	jqln
就拿	jqna
九泉之下	jqvx
九曲堂	jqth
就躺	jqth
就让	jqrh
九十八	juba
聚吧	juba
九十二	juer
九十四	jusi
就说	jquo
就太	jqtd
九台	jqtd
久泰	jqtd
九条	jqtn
就跳	jqtn
久拖	jqto
酒托	jqto
就学	jqxt
旧学	jqxt
九一八	jyba
峻拔	jyba
九一八事变	jybb
就用	jqys
就有	jqyz
旧有	jqyz
旧友	jqyz
就由	jqyz
就又	jqyz
酒友	jqyz
九幽	jqyz
久游	jqyz
鸠占雀巢	qvqi
就只能	jvng
就赚	jqvr
救砖	jqvr
九转	jqvr
就转	jqvr
救助站	jvvj
记者站	jvvj
九族	jqzu
就租	jqzu
就组	jqzu
急性传染病	jxib
集约	jiyt
几月	jiyt
激越	jiyt
霁月	jiyt
记载了	jzle
机载设备	jzub
鸡泽	jize
集资款	jzkr
机组人员	jzry
卷大	jrda
绢纺	jrfh
捐给	jrgw
卷库	jrku
眷念	jrnm
绢人	jrrf
卷刃	jrrf
卷烟厂	jyih
举办权	jbqr
金泉	jbqr
决策学	jcxt
绝大	jtda
决定权	jdqr
监督权	jdqr
决而不行	jebx
绝热	jtre
绝人	jtrf
绝色	jtse
决选	jtxr
爵爷	jtye
举了	jule
就是了	jule
结束了	jule
接受了	jule
减少了	jule
均达	jyda
军大	jyda
君达	jyda
军风	jyfg
俊峰	jyfg
骏丰	jyfg
军眷	jyjr
均设	jyue
集英社	jyue
均受	jyuz
郡守	jyuz
军售	jyuz
军统	jyts
均在	jyzd
均遭	jyzc
均照	jyvc
军总	jyzs
居全国首位	jqgw
就给	jqgw
句容	jurs
具体化	jthx
集体化	jthx
据我	juwo
举行会谈	jxht
巨野	juye
据预测	jyce
卡嚓	kaca
卡尔	kaer
咖啡店	kfdm
咖啡碱	kfjm
咖啡厅	kftk
肯听	kftk
卡夫	kafu
开班会	kbhv
开采权	kcqr
开城	kdig
开秤	kdig
开窗口	kikz
开发与应用	kfyy
开个头	kgtz
开个好头	kght
开给	kdgw
开国大典	kgdd
开航	kdhh
开疆拓土	kjtt
开卷考试	kjku
科举考试	kjku
开考	kdkc
揩泪	kdlw
凯雷	kdlw
凯美瑞	kmrv
开明人士	kmru
开年以来	knyl
开派对	kpdv
开辟通路	kptl
开普敦	kpdy
开速	kdsu
抗毒素	kdsu
开天窗	ktil
开完	kdwj
开斋节	kvjp
可直接	kvjp
匮竭	kvjp
开钻	kdzr
卡介苗	kjmn
卡莱娜	klna
卡罗	kalo
看不穿	kbir
勘察院	kiyr
坎儿	kjer
砍翻	kjfj
抗大	khda
康达	khda
抗缴	khjn
亢进	khjb
康克清	kkqk
康马	khma
康奈尔	kner
康宁	khnk
抗凝	khnk
康平	khpk
炕去	khqu
康衢	khqu
糠醛	khqr
康生	khug
抗生	khug
康盛	khug
康氏	khui
康师傅	kufu
抗性	khxk
康有为	kyww
可以为	kyww
炕桌	khvo
看了看	klkj
狂砍	klkj
看嘛	kjma
看马	kjma
看吗	kjma
看您	kjnb
看守内阁	kung
看守所	kuso
坎洼	kjwa
考博	kcbo
靠泊	kcbo
考出	kciu
烤出	kciu
考到	kcdc
考倒	kcdc
考得	kcde
靠的	kcde
烤的	kcde
烤得	kcde
考的	kcde
靠得	kcde
考过	kcgo
靠海	kchd
烤鸡翅	kjii
考虑周到	klvd
靠你	kcni
考你	kcni
靠墙	kcql
考其原因	kqyy
考试制度	kuvd
窟宅	kuvd
困兽之斗	kuvd
靠天	kctm
铐子	kczi
卡盘	kapj
卡特	kate
卡特尼娜	ktnn
卡西欧	kxou
咔喳	kava
可按	kean
可俺	kean
可编程控制器	kbiq
可操作性	kczx
可查	keia
可从	kecs
克东	keds
可动	keds
科尔	keer
克尔	keer
科二	keer
壳儿	keer
可儿	keer
可发	kefa
可分	keff
可靠保证	kkbv
可卡因	kkyb
快印	kkyb
可可豆	kkdz
岢岚	kelj
珂兰	kelj
克兰	kelj
克朗	kelh
克劳	kelc
可怜天下父母心	kltx
克利夫兰	klfl
颗粒归仓	klgc
科林	kelb
柯林	kelb
克林	kelb
克里斯汀娜	klsn
克莉丝汀娜	klsn
克罗埃西亚	klay
可没	kemw
克难	kenj
柯南	kenj
科南	kenj
可囊	kenj
可能会	knhv
坑口	kgkz
坑洼不平	kwbp
垦利	kfli
肯尼迪	kndi
可凭	kepk
苛评	kepk
柯坪	kepk
客气话	kqhx
溘然长逝	kriu
可让	kerh
可身	keuf
课外书	kwuu
课下	kexx
刻下	kexx
可先	kexm
刻线	kexm
科协工作	kxgz
可行性研究	kxxj
可选择	kxze
可以分	kyff
可以请	kyqk
可以休矣	kyxy
客运码头	kymt
课余时间	kyuj
昆山	kyuj
空余时间	kyuj
可在	kezd
刻在	kezd
可再	kezd
科组	kezu
控办	ksbj
控辩双方	kbuf
空的	ksde
空得	ksde
控购	ksgz
控管	ksgr
空管	ksgr
空怀	kshk
恐慌万状	khwv
空间站	kjvj
空就	ksjq
空腔	ksql
空枪	ksql
空气净化器	kqjq
空身	ksuf
空文	kswf
空页	ksye
控制力	kvli
扣货	kzho
口活	kzho
口水仗	kuvh
口吐人言	ktry
扣在	kzzd
垮的	kxde
夸得	kxde
跨地域	kdyu
快把	kkba
看看吧	kkba
快吧	kkba
快被	kkbw
快吃	kkii
块儿	kker
快喝	kkhe
快和	kkhe
快回	kkhv
快死	kksi
快似	kksi
快哉	kkzd
快嘴	kkzv
宽爱	krai
宽城	krig
宽甸	krdm
狂呼	klhu
狂欢节	khjp
狂澜	kllj
狂满	klmj
矿棉	klmm
狂魔	klmo
矿内	klnw
框内	klnw
狂喷	klpf
矿上	kluh
矿商	kluh
框死	klsi
克里斯	klsi
卡洛斯	klsi
矿业经济	kyjj
可以解决	kyjj
框住	klvu
矿主	klvu
矿柱	klvu
框子	klzi
筐子	klzi
科鲁兹	klzi
款留	krlq
宽让	krrh
款源	kryr
跨上	kxuh
夸脱	kxto
跨县	kxxm
跨乡	kxxl
哭吧	kuba
开始吧	kuba
酷吧	kuba
苦吧	kuba
酷弊了	kble
库车	kuie
哭的	kude
苦的	kude
哭得	kude
酷的	kude
裤勾	kugz
酷狗	kugz
魁北克	kbke
亏不亏	kbkv
亏得	kvde
愧恨	kvhf
快准狠	kvhf
葵青	kvqk
窥情	kvqk
窥求	kvqq
奎屯	kvty
哭骂	kuma
苦吗	kuma
困迫	kypo
昆山市	kuui
开始时	kuui
酷虐	kunt
困囿	kyyz
可以有	kyyz
困于	kyyu
扩军计划	kjjh
扩频通信	kptx
扩音器	kyqi
扩张政策	kvvc
扩张主义者	kvvv
库特	kute
苦挣	kuvg
蜡版	labj
蜡板	labj
拉得	lade
拉的	lade
辣的	lade
拉德	lade
辣得	lade
拉低	ladi
拉蒂	ladi
拉尔	laer
拉二胡	lehu
拉过	lago
蜡果	lago
来啊	ldaa
赖氨酸	lasr
赖比瑞亚	lbry
莱布尼茨	lbnc
来猜	ldcd
来踩	ldcd
来唱	ldih
来吃	ldii
锂电池	ldii
来迟	ldii
来凤	ldfg
来疯	ldfg
莱孚	ldfu
鲁道夫	ldfu
老豆腐	ldfu
来福	ldfu
来港	ldgh
莱钢	ldgh
来京	ldjk
来就	ldjq
了多久	ldjq
来救	ldjq
来气	ldqi
来请	ldqk
露得清	ldqk
来人来函	lrlh
来日正长	lrvi
乱支	lrvi
莱塞	ldse
来往港口	lwgk
来写	ldxp
来样	ldyh
来养	ldyh
莱阳	ldyh
莱州	ldvz
来抓	ldvx
垃圾处理	ljil
懒床	ljil
拉了	lale
拉亮	lall
滥捕	ljbu
蓝布	ljbu
栏次	ljci
岚皋	ljgc
狼叼	lhdn
廊坊市	lfui
理发师	lfui
类风湿	lfui
浪鼓	lhgu
郎咸平	lxpk
利血平	lxpk
狼牙山	lyuj
狼在	lhzd
狼崽	lhzd
浪仔	lhzd
蓝海	ljhd
蓝军	ljjy
蓝郡	ljjy
烂泥潭	lntj
栏式	ljui
滥施	ljui
两居室	ljui
烂死	ljsi
兰斯	ljsi
滥贴	ljtp
烂铁	ljtp
兰阳	ljyh
蓝衣	ljyi
揽在	ljzd
拦在	ljzd
滥增	ljzg
蓝证	ljvg
