aba,1=阿爸
kuaijiu,1=快就
huaa,1=花啊
qige,1=七哥
meigao,1=美高
zuli,1=族里
yangzheng,1=杨征
jiatong,1=佳通
wangqiu,1=王秋
shuoxiang,1=说想
sidi,1=四弟
nixiao,1=你小
mengxiang,1=孟祥
yaozhen,1=要真
zaiwen,1=在问
shendan,1=审单
malianwa,1=马连洼
beifen,1=北分
kongyaozhu,1=孔瑶竹
shangxin,1=赏心
chunjuan,1=春娟
longjian,1=龙健
wanliao,1=万了
fenglei,1=冯雷
cangbian,1=仓边
baizhi,1=柏芝
jiaye,1=佳爷
jude,1=举得
guizhi,1=鬼知
dongma,1=动吗
yunxin,1=云信
dedou,1=地都
guoya,1=过呀
woding,1=我定
changbu,1=常不
ninie,1=你捏
zhangyong,1=张永
banqian,1=板前
wuyin,1=无印
xiadui,1=下对
xiane,1=下呢
fanma,1=饭吗
anhe,1=安和
niandou,1=年都
zhuwei,1=主卫
zhekan,1=着看
shifa,1=是伐
hongmao,1=虹猫
jiangye,1=讲野
xiangxia,1=响下
shengda,1=圣大
geiou,1=给哦
xuqin,1=徐琴
laohan,1=老憨
xiaoermei,1=小而美
rouer,1=柔儿
kanhuai,1=看还
wangzhi,1=王志
gaochuang,1=高创
laoyou,1=老油
huzhi,1=胡志
zaier,1=在二
tieyu,1=贴于
maike,1=麦壳
lizong,1=李总
ganghuai,1=刚还
shenhao,1=神豪
meiche,1=没车
bingzei,1=兵贼
xuhao,1=徐浩
qiumo,1=球磨
pingxing,1=评星
yele,1=夜了
mangong,1=满攻
peifeng,1=培风
shichun,1=是纯
xiaofei,1=小菲
woha,1=我哈
guoxin,1=国新
yaoba,1=要吧
deshang,1=德商
zhele,1=这了
guangji,1=广济
fuxi,1=福喜
gene,1=个呢
wangge,1=王哥
taohu,1=桃胡
qianqian,1=钱钱
daoqian,1=到钱
youhui,1=又回
yuyuan,1=御园
gaijing,1=该井
yuhui,1=于慧
yufang,1=浴房
xinyi,1=信谊
jinger,1=静儿
touba,1=头吧
longshen,1=龙神
oudi,1=偶滴
chene,1=车呢
liuzhu,1=刘著
shigang,1=是刚
jiange,1=建个
dongba,1=动吧
daoge,1=到个
tangxia,1=塘厦
woguo,1=我过
yuhui,1=钰慧
huaifang,1=槐房
silao,1=死老
dongde,1=冻的
diaoguoyu,1=钓过鱼
huanu,1=花奴
xiaoying,1=小英
zhongwo,1=中我
hulao,1=胡老
xuzong,1=许总
xuting,1=许霆
sishao,1=四少
xieyu,1=谢雨
mingdi,1=明地
shibi,1=是比
xinjing,1=新泾
guanyu,1=观鱼
guangbutun,1=广埠屯
zhangwanyou,1=张婉悠
sunjie,1=孙洁
shipai,1=是拍
pengyong,1=彭勇
rensidong,1=仁寺洞
shante,1=山特
hana,1=汗啊
bima,1=比吗
tianyang,1=天阳
laizuo,1=来坐
qianzhuan,1=签转
xianan,1=夏楠
aoke,1=澳客
zhonghe,1=重和
heyi,1=和一
hengan,1=很干
rongfei,1=容妃
feier,1=菲儿
yanglu,1=杨璐
beitaleke,1=倍他乐克
dingjie,1=丁捷
yujing,1=裕景
yijie,1=易捷
zhusheng,1=主胜
wofeng,1=我疯
taidou,1=太逗
xiuye,1=秀爷
nengkao,1=能考
mawandang,1=马万党
duzong,1=杜总
wenwen,1=文雯
zhana,1=咋拿
longne,1=弄呢
dabian,1=大边
xiamu,1=夏目
huwei,1=胡伟
yanhui,1=艳辉
dongne,1=动呢
weidi,1=韦迪
jiuzhan,1=就站
qingbu,1=请不
yihei,1=一黑
gehao,1=个号
gema,1=哥吗
wangwei,1=王为
gongkang,1=共康
shuoba,1=说把
liduan,1=丽端
xiejun,1=谢俊
zhongxin,1=众信
taimin,1=泰民
zhaobandi,1=赵半狄
wenyi,1=文一
hunliao,1=婚了
fanjian,1=返检
jianying,1=简璎
shilao,1=是老
wangzuxian,1=王祖贤
qima,1=起吗
payao,1=怕要
zhongyi,1=中一
helin,1=何琳
chubu,1=出不
xiandui,1=现对
songqian,1=送签
diandui,1=点对
yunv,1=御女
guzai,1=古仔
yaobinhua,1=姚斌华
dengli,1=邓丽
hechen,1=和陈
shilan,1=是蓝
banxin,1=半信
xingma,1=星妈
leizuan,1=雷钻
zier,1=紫儿
donger,1=冬儿
qiju,1=七局
jinzong,1=金总
shixin,1=是新
dehai,1=德海
jiufang,1=九方
liulei,1=刘磊
benshou,1=本手
kanla,1=看啦
shuanglang,1=霜狼
maolei,1=毛磊
liuqingxian,1=刘磬纤
jiangliao,1=奖了
beifeng,1=被风
buzang,1=不脏
zhadui,1=咋对
heyun,1=何云
gaone,1=高呢
liangkuai,1=量块
xiaone,1=笑呢
fenne,1=分呢
erkuang,1=二矿
gehao,1=哥好
jinge,1=金哥
cihu,1=磁湖
shige,1=是哥
cundian,1=存点
gaoziqi,1=高子齐
leijia,1=雷佳
zuoyu,1=做鱼
zaiquan,1=在全
huda,1=互打
laijiao,1=来叫
longchao,1=龙超
baoqin,1=宝琴
panzhimin,1=潘之敏
feiba,1=费吧
moba,1=摸吧
jiuquan,1=就全
zhouka,1=周卡
shaoka,1=烧卡
zhangbo,1=张波
xinyi,1=欣怡
huangying,1=黄英
woquan,1=我全
womenlian,1=我们连
tieba,1=帖吧
nvdi,1=女滴
wodi,1=我滴
geka,1=格卡
jiaping,1=贾平
xiaoxiong,1=肖雄
anyu,1=暗欲
weihe,1=卫河
ruoxue,1=若雪
zhezhen,1=这真
nifei,1=你非
guotaiming,1=郭台铭
haihou,1=还后
nijie,1=倪姐
shenkeng,1=神坑
huying,1=胡颖
tanghe,1=塘河
duanduo,1=短多
bingwang,1=兵王
gaiying,1=该应
feide,1=废的
yifei,1=亦菲
shijin,1=是金
lifen,1=丽芬
yongxiao,1=用小
renshang,1=人上
xiaohao,1=小好
liuxin,1=刘忻
maoa,1=毛啊
yeti,1=也提
maia,1=卖啊
shian,1=是安
quancang,1=全仓
sea,1=色啊
qina,1=亲啊
huoa,1=火啊
guaia,1=怪啊
shifu,1=是福
laowang,1=老往
wangbo,1=王伯
shiyao,1=是妖
qianma,1=钱嘛
duyi,1=读一
xili,1=西里
meisi,1=美丝
pide,1=屁的
gujie,1=骨戒
huhao,1=胡浩
zhede,1=这的
nvbo,1=女博
sanglei,1=桑磊
xieyun,1=谢云
qukai,1=去开
zhangne,1=长呢
feibaoye,1=匪报也
caia,1=菜啊
yating,1=雅婷
helin,1=和林
xingdu,1=性都
renguo,1=人过
zhangyang,1=张洋
xuni,1=许你
zhiyuan,1=智远
zhangyue,1=张悦
meiji,1=美姬
dashi,1=大史
hezhang,1=和张
wangsheng,1=王胜
chenguanquan,1=陈冠全
ershao,1=耳勺
keer,1=可儿
danye,1=蛋爷
fajin,1=法金
xinzhi,1=心之
weili,1=围里
wohou,1=我后
fuda,1=复大
wutao,1=吴涛
taoya,1=套呀
yanwei,1=艳伟
shida,1=是大
pile,1=劈了
laiyi,1=来一
chuanshi,1=川师
guanma,1=管吗
touxiang,1=头香
tuodi,1=坨地
zhendi,1=真滴
jiayi,1=佳怡
dongzhe,1=动着
xiua,1=修啊
xiaoou,1=笑哦
zhoujian,1=周建
xianyuling,1=限娱令
dida,1=地大
wenma,1=问吗
yaxin,1=亚信
guaima,1=怪吗
shanglun,1=上轮
niubaotun,1=牛堡屯
dingya,1=顶呀
jianne,1=见呢
ria,1=日啊
shengda,1=胜大
heia,1=黑啊
jiuliu,1=就留
qiya,1=气呀
gaixiang,1=该向
changbu,1=长不
zhubian,1=主变
xiangxian,1=想先
gouyou,1=够有
qianguo,1=牵过
liuzhe,1=刘哲
liuya,1=刘亚
shouhuai,1=手还
kezhuan,1=客专
neishi,1=内是
shenqi,1=神泣
dinghun,1=定魂
aolai,1=奥莱
guofeng,1=国锋
jieci,1=解词
xiuyuan,1=秀园
guola,1=过啦
chuanfa,1=穿法
qingkuan,1=请款
nvyi,1=女衣
wangnai,1=王乃
dita,1=蒂塔
wenhui,1=文辉
sanche,1=伞车
jingu,1=金股
yaoming,1=耀明
liujia,1=刘嘉
zhurong,1=祝融
xingba,1=性吧
wuliao,1=悟了
jiaba,1=加吧
nizhang,1=你长
houne,1=后呢
nenghao,1=能好
ganne,1=干呢
daone,1=到呢
shuine,1=水呢
jiaodu,1=角都
libai,1=里白
zaihui,1=在回
gongye,1=宫野
banliao,1=板了
guangzhi,1=光之
shihuan,1=是换
zhangba,1=长吧
roua,1=肉啊
chuange,1=穿个
diankan,1=点看
fengguixin,1=冯桂鑫
xiaohan,1=晓涵
xianger,1=香儿
nengkao,1=能靠
zhuba,1=主吧
hujin,1=胡进
lingbo,1=绫波
pengge,1=碰个
shiguan,1=是管
sancang,1=三仓
longzhi,1=龙之
potian,1=破天
huilian,1=会连
yunshu,1=云舒
huikang,1=惠康
fanmeizhong,1=范美忠
qingxue,1=晴雪
qiuping,1=秋萍
xuexue,1=雪雪
ouhui,1=偶会
jintong,1=金通
biedun,1=别蹲
qiuyong,1=邱勇
gaowen,1=高文
maoyushi,1=茅于轼
yaozhuan,1=要转
binghuan,1=冰环
nadou,1=内兜
jidebao,1=吉的堡
xiea,1=写啊
suana,1=算啊
jianyun,1=建云
tingshang,1=厅上
paihe,1=派和
shuome,1=说么
zuozhe,1=做这
guotun,1=郭屯
yaozhe,1=要这
xiezhuan,1=携转
guana,1=管啊
shishu,1=是输
yichu,1=易初
niwa,1=你娃
shimai,1=是卖
daoshi,1=到是
yuzhaolin,1=俞兆林
wanjia,1=万嘉
hande,1=喊的
bianzhang,1=边张
haofa,1=好伐
bingma,1=病吗
laowan,1=老碗
dezou,1=地走
helei,1=何磊
aiya,1=爱呀
yiming,1=一鸣
xulei,1=徐磊
qiye,1=七夜
yaoti,1=要替
oufei,1=欧飞
xuchen,1=徐晨
tongshi,1=同食
zhewei,1=这为
xixiang,1=西巷
zongwan,1=总玩
jiayi,1=嘉逸
longxing,1=龙行
yangdao,1=羊刀
chenggang,1=程刚
zaiqu,1=在去
xixiakou,1=西霞口
jiaqi,1=家琪
nengti,1=能提
zhongne,1=中呢
xiajiu,1=下就
jiejiu,1=姐就
yeka,1=也卡
baiwei,1=白伟
watou,1=瓦头
yediao,1=野钓
taili,1=台里
wohuan,1=我换
zaicheng,1=在成
qiaoyu,1=乔宇
shenghe,1=盛和
dengye,1=等也
baiteng,1=百腾
kuabai,1=夸白
youwa,1=有哇
cunai,1=存爱
yuezhi,1=月之
hengsheng,1=恒盛
yueba,1=月吧
yanlan,1=艳兰
tanxian,1=碳纤
yekao,1=夜考
shanjin,1=闪金
quke,1=去咯
kaibu,1=开不
daluo,1=大罗
rentong,1=人同
huobu,1=活不
shiyun,1=是云
wukuri,1=无裤日
bandao,1=坂道
zhaojun,1=赵军
qujiao,1=去交
canle,1=残了
qianhua,1=钱花
shala,1=傻啦
wulun,1=五轮
wangya,1=王雅
pushan,1=普善
xuxiang,1=徐翔
wangdingdi,1=王顶堤
niantie,1=黏贴
zhongjian,1=中建
kuangduo,1=狂多
chengying,1=程英
shangshi,1=上是
cigu,1=此股
jingqing,1=景清
shishou,1=是收
guiyu,1=桂玉
feima,1=费吗
chuangqun,1=床裙
feitan,1=飞坦
haoda,1=豪大
guoyu,1=郭宇
bakuang,1=八矿
nengshou,1=能收
huaguo,1=花过
wangxin,1=王新
yichen,1=依晨
zihun,1=紫魂
jiehu,1=截胡
laohe,1=老贺
luzhong,1=路中
maojia,1=毛家
linger,1=玲儿
gema,1=个嘛
duiyou,1=对有
nidi,1=你滴
xiongpeiyun,1=熊培云
chisi,1=吃死
longla,1=弄啦
xiaochuan,1=小川
tingfeng,1=霆锋
zaina,1=在拿
chujiaqing,1=初家晴
shina,1=是拿
cunlao,1=村老
nianyin,1=年因
zhanglei,1=张磊
fulai,1=福来
wenhao,1=文浩
shuaila,1=帅啦
shifu,1=是佛
shangla,1=上啦
yiliao,1=一聊
yinzhihou,1=尹智侯
dengjia,1=邓加
haisen,1=嗨森
gelai,1=哥来
dianla,1=点啦
geyao,1=哥要
daijun,1=逯军
xiajin,1=夏进
haida,1=海达
subu,1=速补
lene,1=乐呢
bine,1=比呢
liyue,1=李月
nili,1=你离
aine,1=爱呢
fanne,1=饭呢
hebai,1=和白
youmai,1=有买
chuge,1=臭哥
houba,1=后吧
qiuba,1=球吧
shaoba,1=少吧
rangle,1=让了
shengdong,1=声动
touzhai,1=偷摘
yidaili,1=意呆利
xinne,1=心呢
gaoshi,1=高时
daoneng,1=到能
yaone,1=要呢
shilu,1=石路
furong,1=富荣
canjian,1=残剑
nengsong,1=能送
soushen,1=搜神
qingfengxia,1=青蜂侠
dingjun,1=定军
liubo,1=刘波
zheba,1=这吧
longzheng,1=龙正
shiji,1=是鸡
lianqi,1=炼器
zaibai,1=在白
wunianzhen,1=吴念真
fuge,1=佛歌
junshuo,1=军说
chaode,1=吵的
yezhu,1=也祝
zhoutai,1=周泰
xiafei,1=夏飞
zhengping,1=整平
jiuhan,1=就喊
huyi,1=胡毅
xingya,1=兴亚
shuima,1=谁吗
chakuan,1=查款
caoying,1=曹颖
shuomao,1=说毛
guangzhu,1=广珠
yangeling,1=严歌苓
tongtong,1=童童
wangxin,1=王昕
jilao,1=季老
majie,1=马姐
yuchao,1=于超
sikong,1=四孔
mieyang,1=灭洋
xiasan,1=下三
faqiu,1=法球
wangying,1=王颖
zidi,1=字第
tangqi,1=塘栖
feihou,1=废后
hunhao,1=混好
basuo,1=八所
rangxiao,1=让小
wangmei,1=王梅
xingdu,1=星都
erchen,1=二衬
honga,1=红啊
chenghe,1=承和
hege,1=和个
linke,1=林科
dianme,1=点么
zhishang,1=指上
shixian,1=是先
sunlu,1=孙璐
mua,1=木啊
qunlou,1=群楼
geya,1=哥呀
nuede,1=虐的
youye,1=有也
xiuyu,1=秀域
wode,1=窝的
ronghe,1=荣和
xiaoma,1=笑吗
wuzhang,1=五张
xianting,1=先听
shangjian,1=上见
shenya,1=神呀
feiya,1=菲亚
bumiao,1=不秒
zaixiu,1=在修
haijiu,1=还就
guangchuan,1=广川
daoxia,1=到下
tianmu,1=天母
guiwa,1=鬼娃
meida,1=美大
ahuang,1=阿黄
banyou,1=版友
shiku,1=是苦
duigao,1=对稿
yiyong,1=以用
guoyue,1=郭跃
gangli,1=港里
jiangkun,1=姜坤
nanne,1=难呢
nengchuan,1=能穿
fama,1=发吗
guyue,1=古月
hubo,1=胡波
jieba,1=解吧
weijun,1=魏军
danei,1=达内
maile,1=迈乐
zhangping,1=张平
haoshang,1=号上
henqi,1=很奇
diantou,1=店头
diaogang,1=调岗
jiaxin,1=佳信
louba,1=楼吧
zhujun,1=朱骏
xiaba,1=下把
yuzecheng,1=余则成
haer,1=哈儿
yuana,1=远啊
anu,1=阿奴
dingma,1=定吗
waya,1=哇呀
taini,1=抬你
jiushou,1=就收
luanhou,1=乱吼
duanjia,1=短假
linlao,1=林老
xiyan,1=夕颜
luma,1=路吗
xianyu,1=现于
daishu,1=带书
yaojie,1=要接
yuzhuang,1=鱼庄
woshu,1=我输
xunlu,1=寻鹿
taode,1=逃的
xiba,1=西八
shaoxue,1=少血
xinmate,1=新玛特
xingde,1=行得
shixin,1=是心
shidu,1=是都
nailiao,1=奶了
matun,1=麻屯
hualu,1=华录
youxi,1=优希
guoye,1=果业
dianren,1=点人
huasha,1=滑沙
zhuama,1=抓马
xiaoding,1=小丁
shilang,1=施琅
jianuzhayi,1=贾努扎伊
liqin,1=丽琴
gangqi,1=钢企
guifu,1=鬼父
luopeiying,1=罗霈颖
maoxiong,1=毛熊
haolai,1=号来
konglai,1=空来
yangzong,1=杨总
huzong,1=胡总
yunla,1=晕啦
nvdi,1=女帝
huijiang,1=会降
xiongdailin,1=熊黛林
wokao,1=我考
duohuan,1=多还
ganshen,1=干甚
kuaila,1=快啦
shengjia,1=升价
guici,1=诡刺
mashi,1=麻食
gouhui,1=购汇
lianfa,1=练法
youlao,1=有老
yingnai,1=樱乃
bifang,1=彼方
molong,1=魔龙
xubaijiu,1=徐百九
daocuo,1=盗撮
chutian,1=雏田
qianjun,1=钱军
gangtian,1=冈田
panqian,1=盘前
demai,1=得买
kuba,1=苦吧
xihu,1=洗护
guanne,1=管呢
xiaoshen,1=小神
dingne,1=定呢
pieba,1=撇吧
chaiba,1=拆吧
xinba,1=信吧
fangqian,1=坊前
shenfu,1=神符
liangxiao,1=粮校
henne,1=很呢
weishi,1=卫诗
shaote,1=绍特
youne,1=有呢
lianba,1=练吧
dene,1=地呢
zhaoben,1=赵本
shishen,1=试身
guaine,1=怪呢
xiaojing,1=小晶
meiba,1=美吧
yangjia,1=杨佳
zhongba,1=重吧
zhuayu,1=抓鱼
zhuliao,1=猪了
canba,1=餐吧
diaoa,1=掉啊
nihuan,1=你换
nengan,1=能按
shuiqian,1=税钱
danga,1=当啊
yongdu,1=雍渡
geguai,1=个怪
lingyuyu,1=灵与欲
zhangmo,1=张末
yinger,1=颖儿
zixie,1=自卸
tingke,1=听咯
liqin,1=李琴
zhongba,1=中吧
shune,1=书呢
youxiang,1=有想
yaoba,1=药吧
piaoba,1=票吧
daozhen,1=到诊
tune,1=图呢
lizheng,1=里正
wanwan,1=碗碗
yaer,1=雅儿
suanba,1=算吧
panyang,1=潘杨
shouhun,1=兽魂
qianwang,1=前王
yinglu,1=英禄
tide,1=踢的
huazai,1=划在
longkai,1=龙凯
youtong,1=友通
shoudao,1=手刀
henpei,1=很配
nengzhen,1=能真
pengshuai,1=彭帅
wuzong,1=吴总
bihuo,1=必火
liuqi,1=刘琦
yongshao,1=勇少
shiniu,1=是牛
shipeipu,1=时佩璞
judi,1=距地
shilian,1=是练
baiwen,1=百闻
xiaoan,1=小安
guaihao,1=怪好
nizhuang,1=你装
xunta,1=训他
geiou,1=给偶
qianshi,1=钱时
shie,1=是恶
baofu,1=保福
xianai,1=现爱
guaia,1=乖啊
ewo,1=额我
xianga,1=香啊
sannuo,1=三诺
daome,1=到么
qianme,1=钱么
pianshang,1=片上
mangxian,1=忙先
yaojiao,1=要教
menga,1=梦啊
jingwen,1=景文
qingqing,1=晴晴
huifan,1=会反
zhoujiugeng,1=周久耕
chuma,1=处吗
kanyi,1=看一
maode,1=冒的
wangshuang,1=王双
tingkong,1=挺空
poming,1=破名
xuqiang,1=许强
nongni,1=弄你
jinsheng,1=金圣
nengne,1=能呢
zhenwei,1=真为
changxiang,1=长巷
huisha,1=会杀
xiangyi,1=翔艺
amu,1=阿穆
nianba,1=年把
funiulu,1=伏牛路
qingchuan,1=清川
baxia,1=八下
borui,1=博瑞
caixia,1=踩下
yongxin,1=用新
cangli,1=仓里
nengtong,1=能通
lianfeng,1=联丰
chenyi,1=陈易
jianbo,1=建波
jieyao,1=姐要
liaogai,1=了改
guoli,1=果里
shuanglu,1=双路
longfa,1=龙发
shiling,1=十陵
puyuanxizhu,1=浦原喜助
shina,1=是内
kezhou,1=克州
hupao,1=胡跑
sanxi,1=三喜
puyongxun,1=朴永训
lingzhu,1=灵珠
chenggao,1=成稿
baopai,1=报牌
qiai,1=奇爱
youxie,1=有写
gede,1=哥的
jinwo,1=进我
zhangzong,1=张总
beilei,1=被雷
oulai,1=偶来
xuefeng,1=雪风
xiaya,1=下呀
changzhutan,1=长株潭
qijiu,1=起就
weidang,1=为当
jinba,1=进吧
deting,1=地听
zine,1=字呢
touxiang,1=偷香
kuma,1=苦吗
geizhen,1=给朕
liyang,1=李洋
qingte,1=青特
tuanle,1=团了
chuangle,1=创了
tianbai,1=天百
xingzhimin,1=邢志敏
maine,1=买呢
dema,1=得嘛
duoma,1=多嘛
hanying,1=韩影
zhabao,1=咋报
bingne,1=病呢
zhenwang,1=震网
shuima,1=水吗
jiua,1=酒啊
meiya,1=美呀
mingne,1=名呢
quange,1=全哥
deyi,1=地一
fenger,1=凤儿
shuokan,1=说看
dingtou,1=定投
qianye,1=千叶
renwai,1=人外
xujieer,1=徐婕儿
yunshang,1=云裳
huanger,1=皇儿
zhepo,1=这破
guaisa,1=乖撒
yiyou,1=一游
chongji,1=冲级
shuiren,1=水人
chengang,1=陈刚
yaoyin,1=要因
shiqiang,1=是抢
meiqian,1=美签
wonai,1=我乃
qingxiao,1=清校
yubing,1=于冰
cairen,1=踩人
liner,1=琳儿
kongdan,1=空单
miaoren,1=秒人
lijia,1=黎家
mudu,1=木渎
aduo,1=阿朵
getai,1=个台
bohao,1=跛豪
punanji,1=朴南基
qutan,1=去谈
peijie,1=配节
huaila,1=坏啦
yaoma,1=要嘛
aozao,1=懊糟
beishui,1=被水
xianche,1=现车
chila,1=吃啦
kazhu,1=卡主
zailiao,1=在聊
xiama,1=下嘛
wangchuan,1=王川
zhongjiang,1=众将
wangzhe,1=王哲
zhengyuanchang,1=郑元畅
qiaosi,1=敲死
bingdi,1=冰帝
wanghao,1=王浩
xinlian,1=心莲
huapian,1=滑片
zhuzhen,1=竹镇
diku,1=抵库
qibing,1=起病
pidan,1=批单
wopai,1=我派
jiaoba,1=叫吧
sida,1=斯达
chuba,1=处吧
fengxiang,1=冯翔
gaoba,1=告吧
dianmei,1=点没
zhuangba,1=装吧
cuocuo,1=错错
wote,1=我特
haoha,1=好哈
jiutai,1=久泰
miaoliao,1=猫了
shuade,1=耍得
zhangye,1=张也
tumen,1=土门
guozhen,1=国珍
ouyao,1=偶要
chengya,1=成雅
lide,1=理得
daode,1=到得
zhudi,1=筑底
nashen,1=那身
zhongba,1=种吧
daoge,1=刀哥
zhineng,1=之能
jile,1=级了
kanneng,1=看能
shifeng,1=是风
tianfeng,1=天风
tianyu,1=天羽
wuyan,1=无盐
wangshi,1=网时
fubao,1=妇保
banga,1=棒啊
ranxiang,1=染香
xinger,1=星儿
xule,1=许了
wochao,1=我超
qiaohui,1=巧慧
jinzun,1=金尊
songhui,1=宋慧
laoxing,1=老邢
laima,1=来骂
fenglun,1=冯仑
wangcengqi,1=汪曾祺
zhifan,1=直返
meine,1=美呢
meine,1=妹呢
chengbing,1=程兵
kuanche,1=款车
zuoba,1=作吧
caoluzhen,1=曹路镇
weier,1=薇儿
doujin,1=都进
yongdui,1=用对
yushuo,1=雨说
xinfeng,1=信蜂
bingfeng,1=兵峰
baolin,1=宝林
biandao,1=变到
xukun,1=许坤
maoda,1=贸大
weizhen,1=为真
xindi,1=鑫地
fangda,1=方大
xiaotian,1=啸天
hucun,1=湖村
ziyi,1=紫依
yunzai,1=云宰
congzui,1=从最
nihua,1=你花
siyu,1=丝雨
renwang,1=人王
yunnuo,1=云诺
hemei,1=何梅
xiangta,1=想它
zhiwei,1=知味
zaihua,1=在画
aini,1=碍你
tongpai,1=通拍
bayao,1=把药
meihu,1=梅湖
zhea,1=这啊
jinshang,1=金尚
niji,1=你急
tianhe,1=田和
houjie,1=厚街
dame,1=大么
shishang,1=石上
sunwei,1=孙维
niyang,1=你养
jinchangbo,1=金昶伯
zhanglunshuo,1=张伦硕
haode,1=好德
renzhu,1=人住
chouhe,1=仇和
laiya,1=濑亚
qiuji,1=球机
baiyi,1=白一
yunifang,1=御泥坊
zuojialong,1=左家垅
dailixin,1=黛力新
womenne,1=我们呢
zuoming,1=佐鸣
diaoma,1=掉吗
guoliwei,1=郭力维
yangyi,1=杨怡
mengbao,1=萌宝
fanqifeng,1=范祺锋
huangyushan,1=黄郁珊
huangqing,1=黄青
menye,1=门业
jili,1=吉莉
baihui,1=百会
maming,1=马鸣
guosheng,1=国胜
jiutou,1=九头
chuba,1=出吧
shenbian,1=神鞭
shitang,1=是糖
laiha,1=来哈
tuoya,1=托亚
mengwei,1=孟伟
chuma,1=出吗
gouqiang,1=够强
tianjian,1=天剑
kuaine,1=快呢
xujie,1=徐杰
guojiao,1=国窖
shenpeng,1=沈鹏
jiukong,1=九孔
duanbo,1=段波
wangxiangyuan,1=望湘园
yeli,1=叶莉
duine,1=对呢
zhongbai,1=中百
haonv,1=好女
woer,1=我二
dengwenxin,1=邓雯心
leba,1=乐吧
gushunzhang,1=顾顺章
dajiang,1=大姜
siyu,1=思雨
nianla,1=年啦
chengjian,1=成件
keluzi,1=科鲁兹
liujing,1=刘竞
rouliao,1=肉了
hegeng,1=和更
oukan,1=偶看
pinger,1=平儿
niji,1=你几
guzhu,1=谷主
zhenle,1=震了
tayi,1=他一
jiucun,1=九村
xingjiu,1=行就
quxi,1=去洗
dengjiapo,1=等驾坡
laokeng,1=老坑
zouma,1=走嘛
gekeng,1=个坑
huibu,1=回不
tousi,1=投死
jiujie,1=就接
guanshi,1=管是
yuzhu,1=玉竹
wofang,1=我放
wangzhi,1=王之
jiaoba,1=交吧
fukanglu,1=复康路
yanyuhao,1=严禹豪
supai,1=速派
guaner,1=管儿
dexiang,1=得向
zhangxuan,1=张悬
jiuxiao,1=九小
jiufan,1=就烦
shaliao,1=啥了
xiaxin,1=下心
neba,1=呢吧
jiaodian,1=娇点
zhangqiang,1=张强
nianma,1=年吗
touma,1=头吗
xianma,1=线吗
meitao,1=美陶
yangren,1=阳人
quniao,1=去鸟
heyou,1=何有
shixian,1=是仙
xiaozhi,1=小智
luanchang,1=乱唱
yaoxiao,1=要笑
maiwang,1=麦网
fanzhenyu,1=范振钰
annai,1=安奈
liwan,1=丽湾
nenma,1=嫩妈
tianchuan,1=天穿
saner,1=三儿
jiama,1=家嘛
qulou,1=去喽
jishi,1=祭师
oupei,1=欧赔
zhouyuan,1=周元
yuehao,1=悦豪
youma,1=有嘛
shouchu,1=收出
dashui,1=打谁
zhuqi,1=助其
naxie,1=拿些
zhangba,1=丈八
zhudian,1=煮点
sibao,1=丝宝
shoushou,1=兽首
zaishi,1=在石
biaogebai,1=表个白
yizhe,1=意者
sejiang,1=色浆
liege,1=列个
shize,1=十则
qianba,1=千八
shitong,1=是痛
fengla,1=疯啦
shigen,1=是根
xiaofa,1=小法
huguo,1=胡国
shuikai,1=谁开
shuoyi,1=说以
dianzou,1=点走
ziyan,1=紫嫣
xiaotian,1=小田
guanju,1=关雎
yangfu,1=杨府
yincai,1=淫才
gehun,1=歌魂
zhangxiang,1=张翔
ciba,1=次吧
xinne,1=信呢
gaimei,1=该没
pianba,1=片吧
chengka,1=橙卡
zhongcai,1=中才
dianha,1=点哈
dane,1=打呢
paine,1=拍呢
diaone,1=掉呢
lifeng,1=立丰
dengta,1=等它
zoune,1=走呢
piaone,1=票呢
wenne,1=问呢
zhune,1=猪呢
qingmeihu,1=青媚狐
jieba,1=结吧
dianle,1=电了
kuaimai,1=快买
zhangying,1=张鹰
jiuxi,1=就系
yaonong,1=要弄
ganjiao,1=感脚
bingjian,1=冰箭
weichuang,1=纬创
yubo,1=于波
laxia,1=拉夏
longer,1=龙儿
laifen,1=来分
guoliang,1=国良
lianba,1=脸吧
yahang,1=亚航
wangzhen,1=王振
huone,1=活呢
sunbing,1=孙兵
liuyan,1=刘延
gaige,1=改个
wupei,1=吴佩
rizao,1=日早
meier,1=梅儿
huiguo,1=会过
xiangneng,1=想能
quanshi,1=全时
yanzhuang,1=颜庄
nilin,1=倪琳
chiyan,1=吃烟
fenfeng,1=分缝
sudao,1=速到
fanwo,1=犯我
liushuai,1=刘帅
shenzong,1=沈总
fangda,1=纺大
hesong,1=何松
suiyu,1=碎玉
najie,1=娜姐
duanwo,1=短我
tachi,1=她吃
zhonglv,1=中铝
lihuo,1=离火
youbu,1=有部
wangnan,1=王楠
minga,1=命啊
zhangyu,1=张钰
tundi,1=囤地
keshang,1=磕伤
shiwang,1=尸王
yaguan,1=亚冠
nihou,1=你后
saopo,1=骚婆
rangou,1=让偶
jiawei,1=加味
chebei,1=车陂
duhuan,1=杜欢
zhigai,1=只改
nijiao,1=你教
yuanai,1=远爱
jinshi,1=金氏
miandou,1=面都
wude,1=吴德
piqiu,1=皮丘
xiame,1=下么
qianga,1=抢啊
zhishang,1=致尚
xunni,1=训你
yinghe,1=英和
mingshang,1=明上
